GivenName	Latitude	Pounds	Birthday
Amelia	4081.63	171.2	1984-12-21
Justin	3993.20	138.6	1984-12-22
Matthew	3871.32	211	1984-12-23
Jonathan	4594.48	245.7	1984-12-24
Tracy	4712.37	132	1984-12-25
Travis	3401.33	152.9	1984-12-26
Greg	2800.12	185.2	1984-12-27
Willie	4029.85	177.1	1984-12-28
Charles	4136.00	220.7	1984-12-29
Dennis	3852.05	170.7	1984-12-30
Marlene	4298.55	166.3	1984-12-31
Monique	3495.77	205.3	1985-01-01
David	3945.93	205.3	1985-01-02
Travis	3174.85	138.8	1985-01-03
Richard	4757.78	129.4	1985-01-04
Marcia	4003.38	198.9	1985-01-05
Helen	2672.12	146.7	1985-01-06
Barbara	3402.34	237.6	1985-01-07
Ellsworth	4011.93	187.9	1985-01-08
Mary	3708.26	148.7	1985-01-09
Doris	3855.14	176.4	1985-01-10
Hillary	4708.99	162.4	1985-01-11
Brian	4085.73	182.8	1985-01-12
Wendell	3389.39	246.4	1985-01-13
Rosa	3764.27	147.8	1985-01-14
Michael	4282.75	230.6	1985-01-15
Michelle	3367.33	162.8	1985-01-16
Daniel	3843.90	159.9	1985-01-17
Diane	3218.46	122.1	1985-01-18
Edwin	4564.27	147.2	1985-01-19
Pauline	4121.57	197.6	1985-01-20
Kenneth	4100.95	227	1985-01-21
Daniel	4217.70	165.7	1985-01-22
Ryan	3953.14	164.3	1985-01-23
James	3831.43	194.5	1985-01-24
Jeffrey	3380.67	198	1985-01-25
Timothy	3515.10	137.7	1985-01-26
Chris	3254.80	148.5	1985-01-27
Julie	2802.35	188.3	1985-01-28
Jill	4764.22	202	1985-01-29
Tom	4197.28	195.8	1985-01-30
Lori	3994.81	225.7	1985-01-31
Gary	3774.78	159.7	1985-02-01
Sean	3615.92	163.2	1985-02-02
Rose	3878.83	107.6	1985-02-03
Norma	2802.00	148.5	1985-02-04
Edward	3751.42	231.7	1985-02-05
Eric	3926.49	138.8	1985-02-06
Jason	3501.54	198	1985-02-07
Jamie	3785.14	119.7	1985-02-08
Linda	3534.47	198	1985-02-09
Kenneth	4173.83	153.1	1985-02-10
Garry	4044.90	134.4	1985-02-11
Tracey	3734.03	145.4	1985-02-12
George	4084.68	142.8	1985-02-13
Christopher	4139.65	242.2	1985-02-14
Robin	4121.98	213	1985-02-15
Harold	3863.02	234.1	1985-02-16
Clifton	2968.11	205.5	1985-02-17
Dorothy	3675.94	208.1	1985-02-18
Lisa	3856.36	156.2	1985-02-19
Jerome	4018.11	165.4	1985-02-20
Sonia	2771.28	200.9	1985-02-21
Richard	4138.69	206.4	1985-02-22
Eric	4184.85	176.4	1985-02-23
Pauline	3383.27	227.9	1985-02-24
Janice	3386.35	116.2	1985-02-25
Zachery	3125.73	206.6	1985-02-26
Tracy	3248.92	212.1	1985-02-27
Kevin	2801.87	143.9	1985-02-28
Michael	3238.41	126.1	1985-03-01
Jasmine	4218.91	208.6	1985-03-02
Angela	4371.28	168.5	1985-03-03
Shane	3072.31	157.3	1985-03-04
Alvin	4115.69	209	1985-03-05
Shawn	3793.31	243.5	1985-03-06
Rosalie	2965.20	200	1985-03-07
Kevin	3217.28	226.6	1985-03-08
Jennifer	3986.03	216.7	1985-03-09
Tamica	3494.87	174.2	1985-03-10
Thomas	3399.24	152.2	1985-03-11
Sheri	4095.98	173.1	1985-03-12
Gina	3388.16	177.3	1985-03-13
Max	4052.70	193.2	1985-03-14
Shannon	3415.38	223.1	1985-03-15
Gary	4069.70	244.2	1985-03-16
Mike	3543.34	143	1985-03-17
Thomas	4672.34	246.6	1985-03-18
Glenn	4547.47	141	1985-03-19
Tracey	3907.19	153.3	1985-03-20
Mark	3273.40	159.3	1985-03-21
George	4079.57	167.9	1985-03-22
Faye	4239.67	187.2	1985-03-23
Nathan	3591.26	202.2	1985-03-24
Frederick	3024.02	212.1	1985-03-25
Carmen	3545.69	156	1985-03-26
Tanya	3109.95	133.5	1985-03-27
Cheryl	3820.72	130.7	1985-03-28
Toni	4117.68	191	1985-03-29
Jay	2132.99	225.5	1985-03-30
Joel	3326.48	204.4	1985-03-31
Robert	3421.69	220.2	1985-04-01
Timothy	4195.83	152	1985-04-02
Rodney	4539.86	150	1985-04-03
Sharon	3320.69	221.8	1985-04-04
Jim	4199.02	189.2	1985-04-05
Mary	4683.37	145	1985-04-06
Elvis	3399.74	139.9	1985-04-07
Erica	4141.76	143	1985-04-08
Robert	4069.26	200.6	1985-04-09
Donald	3918.06	133.5	1985-04-10
Nell	3921.78	207.2	1985-04-11
Cynthia	2983.30	167	1985-04-12
Harry	4071.11	200.9	1985-04-13
Kathryn	3896.71	162.6	1985-04-14
Calvin	4451.75	142.1	1985-04-15
Cheryl	4057.55	110.2	1985-04-16
Erica	3792.03	119.2	1985-04-17
Joshua	2799.83	200.9	1985-04-18
Shawn	4092.26	150.7	1985-04-19
Alba	2144.21	142.3	1985-04-20
Robert	4215.36	173.1	1985-04-21
Darlene	3269.64	119.9	1985-04-22
Paulette	4253.98	167.9	1985-04-23
Nancy	4144.83	167.6	1985-04-24
Geraldine	3423.92	189	1985-04-25
Brian	4304.99	216.7	1985-04-26
Norma	3375.58	200.4	1985-04-27
Eddie	4178.37	175.3	1985-04-28
Cheryl	3795.28	128.5	1985-04-29
Barbara	3987.74	200.6	1985-04-30
Mia	4181.52	164.8	1985-05-01
Robin	4081.62	109.3	1985-05-02
Charles	4137.88	137.3	1985-05-03
Sharon	3406.43	216.3	1985-05-04
Emily	3469.41	164.3	1985-05-05
John	3831.49	176	1985-05-06
Hazel	3767.59	151.4	1985-05-07
Gail	3280.96	201.3	1985-05-08
Justin	3396.56	162.4	1985-05-09
Anthony	4182.60	174.2	1985-05-10
Earl	4232.91	133.3	1985-05-11
William	2931.19	160.8	1985-05-12
Guillermo	3351.12	149.4	1985-05-13
Christopher	3033.72	150.9	1985-05-14
Miriam	4082.94	117	1985-05-15
Terrence	3446.11	130.2	1985-05-16
Anthony	3721.92	148.9	1985-05-17
Gaston	3386.02	164.6	1985-05-18
Donnie	4099.55	158	1985-05-19
James	4658.83	206.6	1985-05-20
Jonathan	4285.83	233	1985-05-21
Jose	3408.52	228.1	1985-05-22
Craig	3348.66	178.4	1985-05-23
Latonya	4182.40	138.2	1985-05-24
Doris	4065.15	158.2	1985-05-25
Daniel	4124.38	214.3	1985-05-26
Michael	4251.48	180.2	1985-05-27
Jeff	3400.71	200.6	1985-05-28
Toni	3833.36	187	1985-05-29
Eva	3126.40	215.2	1985-05-30
Joshua	3025.09	201.1	1985-05-31
David	3795.96	195.4	1985-06-01
Weston	4068.07	194	1985-06-02
Kenneth	4410.02	157.3	1985-06-03
Ana	2580.51	141	1985-06-04
Ruby	2945.25	134.9	1985-06-05
Karen	4197.46	136.4	1985-06-06
Ursula	4238.64	167.4	1985-06-07
Tameka	2575.66	180.8	1985-06-08
William	3580.93	163	1985-06-09
Alice	3966.99	135.5	1985-06-10
Tracy	3795.86	155.8	1985-06-11
Mitchell	2820.16	159.7	1985-06-12
Willard	3409.21	239.8	1985-06-13
Krista	2580.62	191.2	1985-06-14
Laura	4192.03	130.9	1985-06-15
Sallie	3963.18	120.8	1985-06-16
Sherman	4039.40	149.8	1985-06-17
Henry	3711.90	208.1	1985-06-18
Eric	4186.19	203.1	1985-06-19
Rachel	4021.76	134.2	1985-06-20
Vanessa	4004.18	116.4	1985-06-21
Robert	4271.21	205.9	1985-06-22
William	4115.92	120.1	1985-06-23
Dave	4189.75	208.6	1985-06-24
Jim	3275.35	143	1985-06-25
Ashley	4390.60	110.7	1985-06-26
Harold	4004.73	150.9	1985-06-27
Richard	3339.02	230.8	1985-06-28
Deborah	4239.31	203.3	1985-06-29
John	3995.92	200	1985-06-30
Charles	4373.55	136.8	1985-07-01
Mark	4140.72	167.2	1985-07-02
Maureen	3891.41	117.7	1985-07-03
Carey	3614.58	191.8	1985-07-04
Lizzie	4560.41	147.4	1985-07-05
Melissa	3793.08	180	1985-07-06
Tommy	3461.88	143	1985-07-07
Marcia	3245.33	148.9	1985-07-08
Bernard	3799.32	179.3	1985-07-09
Shawn	2762.26	230.3	1985-07-10
Karen	2974.92	127.6	1985-07-11
Louis	3412.56	216.9	1985-07-12
John	2838.54	207.9	1985-07-13
Linda	3987.89	155.3	1985-07-14
Roberto	3792.71	174.5	1985-07-15
Rebecca	3255.82	128.5	1985-07-16
Ashlyn	3894.52	128	1985-07-17
Elva	3333.48	157.7	1985-07-18
Florence	2991.29	133.1	1985-07-19
Jordan	4153.99	142.6	1985-07-20
Malcolm	4076.17	217.4	1985-07-21
Brian	3550.03	148.7	1985-07-22
Chris	3140.67	212.3	1985-07-23
Justine	3856.67	211.4	1985-07-24
Harry	3803.25	180.8	1985-07-25
Howard	3269.37	183.7	1985-07-26
David	3740.61	239.6	1985-07-27
Pamela	3284.11	121.2	1985-07-28
Gloria	4239.95	186.8	1985-07-29
Anthony	3996.83	220.2	1985-07-30
Harold	4248.95	252.6	1985-07-31
Chris	4051.86	228.6	1985-08-01
Jo	2574.64	203.7	1985-08-02
Homer	4004.94	213.8	1985-08-03
Anthony	4204.43	195.4	1985-08-04
Kendall	4002.37	185.2	1985-08-05
Laura	4499.72	148.7	1985-08-06
Edna	3891.58	168.5	1985-08-07
Gilberto	2672.10	156.4	1985-08-08
Beverly	4222.61	195.8	1985-08-09
Carrie	3272.19	163.5	1985-08-10
Neal	4112.24	173.6	1985-08-11
Cynthia	3935.73	158.2	1985-08-12
Lance	3273.88	217.6	1985-08-13
Jamie	2950.47	137.5	1985-08-14
Stanley	3466.17	179.3	1985-08-15
Lee	2615.11	184.6	1985-08-16
Ignacio	4065.91	136.2	1985-08-17
Angela	2981.29	199.1	1985-08-18
Janet	3395.13	162.8	1985-08-19
Mary	4266.76	111.3	1985-08-20
Michael	4254.12	164.8	1985-08-21
Steve	3784.86	144.8	1985-08-22
Robert	3311.96	246.4	1985-08-23
Robert	3408.56	183.3	1985-08-24
Clyde	4302.82	167.6	1985-08-25
Scott	3276.57	170.9	1985-08-26
Stanley	3574.49	156.4	1985-08-27
Joseph	3613.83	245.5	1985-08-28
Philomena	3663.03	136.8	1985-08-29
Kenneth	3799.87	174	1985-08-30
James	3735.81	233.2	1985-08-31
Wanetta	3775.24	104.5	1985-09-01
Janice	3972.40	138.8	1985-09-02
Denise	4297.17	220.2	1985-09-03
Eddie	3383.91	150	1985-09-04
Leonard	4067.16	208.6	1985-09-05
Julia	3913.22	176.4	1985-09-06
Colette	3911.36	175.6	1985-09-07
Carol	2965.52	189.9	1985-09-08
Maria	3023.84	115.5	1985-09-09
Samantha	3885.10	123	1985-09-10
Pamela	4264.34	177.8	1985-09-11
Elizabeth	4500.00	143.4	1985-09-12
James	3954.87	200.6	1985-09-13
Richard	3766.76	159.9	1985-09-14
Gladys	2790.97	161	1985-09-15
Heather	3788.58	185.2	1985-09-16
Eric	3964.98	153.8	1985-09-17
Lynette	3956.92	189.6	1985-09-18
Joyce	3356.80	211.2	1985-09-19
Mary	2623.58	113.1	1985-09-20
Patricia	3278.79	150.9	1985-09-21
Christopher	3864.52	147.6	1985-09-22
David	4236.19	221.5	1985-09-23
Maria	4803.69	146.7	1985-09-24
Armando	2636.20	159.3	1985-09-25
Roger	4199.81	235.8	1985-09-26
Lester	3470.93	142.1	1985-09-27
Christy	4220.57	131.8	1985-09-28
Wayne	4231.10	192.3	1985-09-29
James	4089.09	219.6	1985-09-30
Grady	4156.60	220.9	1985-10-01
Richard	4019.38	194.9	1985-10-02
Robert	4234.56	195.1	1985-10-03
Linda	3399.30	169	1985-10-04
Taryn	4443.96	225.5	1985-10-05
Jason	4303.02	151.6	1985-10-06
Denise	3283.14	224.6	1985-10-07
Gregory	3614.44	245.5	1985-10-08
Fannie	2953.41	144.5	1985-10-09
Nadine	3955.81	202.4	1985-10-10
Rachel	3021.52	214.9	1985-10-11
Richard	4337.01	158.4	1985-10-12
Mark	3403.42	230.3	1985-10-13
Willie	3032.80	198.9	1985-10-14
Rodney	4239.41	245.3	1985-10-15
Cynthia	4130.86	190.1	1985-10-16
Louis	4014.68	131.1	1985-10-17
Melissa	3713.01	179.3	1985-10-18
Steve	3518.80	165.9	1985-10-19
Manuel	4085.70	137.5	1985-10-20
Jorge	4075.93	153.6	1985-10-21
Kathryn	3374.54	126.1	1985-10-22
Joseph	3390.57	134	1985-10-23
Kenneth	4075.08	180	1985-10-24
Tamara	4452.37	116.8	1985-10-25
Lawrence	3378.58	162.6	1985-10-26
Eusebia	4155.13	198.2	1985-10-27
Sandra	3759.60	181.5	1985-10-28
Beatrice	4048.28	181.3	1985-10-29
Kimberly	3475.41	211.6	1985-10-30
Angel	4040.69	217.6	1985-10-31
Thomas	3378.76	241.3	1985-11-01
Cornelius	4245.12	179.5	1985-11-02
Anne	2109.58	204.4	1985-11-03
Teresita	3937.00	236.7	1985-11-04
Sam	3409.50	208.1	1985-11-05
Lynn	3397.39	185.9	1985-11-06
Dominique	3777.22	114.2	1985-11-07
Ellen	4066.27	127.2	1985-11-08
Patricia	4556.46	147.6	1985-11-09
Alberto	3258.66	183.7	1985-11-10
Robert	3731.32	179.7	1985-11-11
Sunny	3869.55	179.3	1985-11-12
Della	4293.44	159.5	1985-11-13
Mary	4141.79	119.5	1985-11-14
Brad	3831.87	209.4	1985-11-15
Jeremy	3580.86	229.2	1985-11-16
Jennifer	3287.56	189	1985-11-17
Rebecca	2587.80	155.1	1985-11-18
Christina	4278.94	155.3	1985-11-19
Robert	4529.48	213.8	1985-11-20
Carol	4537.87	160.6	1985-11-21
John	3384.24	143.9	1985-11-22
Brenda	4007.27	180	1985-11-23
Sarah	3416.95	213.2	1985-11-24
Melva	4312.70	110.7	1985-11-25
Harry	3880.41	148.7	1985-11-26
Ronnie	4879.83	146.1	1985-11-27
Jose	3899.78	210.3	1985-11-28
Henry	4018.94	233.4	1985-11-29
Teresa	3391.16	163	1985-11-30
Jonathan	4072.81	217.1	1985-12-01
Dwight	3819.87	223.5	1985-12-02
Lamar	3665.27	155.3	1985-12-03
David	3503.73	207	1985-12-04
Sylvie	4076.02	120.8	1985-12-05
Malika	3538.79	112.6	1985-12-06
Robert	3394.92	209.7	1985-12-07
Leeann	3164.70	160.4	1985-12-08
Adele	4304.83	218.7	1985-12-09
Richard	3973.81	159.7	1985-12-10
Alfred	4288.38	198	1985-12-11
Kim	3782.47	171.4	1985-12-12
Kendra	4122.45	177.3	1985-12-13
Brian	3342.29	176.4	1985-12-14
Rosina	4377.11	182.8	1985-12-15
Virgil	2966.52	190.7	1985-12-16
Rob	4004.35	219.8	1985-12-17
Kenneth	3188.17	139	1985-12-18
Sharon	4809.11	164.6	1985-12-19
Rose	4322.82	223.5	1985-12-20
Christian	4295.41	172	1985-12-21
Timothy	3987.31	229	1985-12-22
Deborah	3982.69	159.7	1985-12-23
Ema	4280.92	148.7	1985-12-24
Leila	3945.37	132.9	1985-12-25
Grady	3996.22	162.8	1985-12-26
Christopher	3273.32	253.2	1985-12-27
Craig	3868.70	192.1	1985-12-28
Anna	2605.04	195.1	1985-12-29
Roberta	3398.25	150.9	1985-12-30
Catherine	3903.29	227.5	1985-12-31
Jerry	3950.45	166.1	1986-01-01
Lilia	2917.74	220.9	1986-01-02
Renaldo	3282.52	162.1	1986-01-03
Jennifer	3973.63	164.3	1986-01-04
Rene	4562.63	146.3	1986-01-05
William	3224.35	211	1986-01-06
Sheila	4489.13	205	1986-01-07
Victoria	4043.66	203.7	1986-01-08
Alba	4285.24	131.3	1986-01-09
Michael	3572.91	237.6	1986-01-10
Gwen	4098.52	159.1	1986-01-11
James	3873.26	244	1986-01-12
Joel	4286.69	181.7	1986-01-13
Roger	4454.13	180.4	1986-01-14
Oralee	2802.96	198.9	1986-01-15
Cynthia	6115.15	139.3	1986-01-16
Gary	2636.06	230.3	1986-01-17
Scotty	4691.06	229.2	1986-01-18
Stephen	3155.52	133.5	1986-01-19
Ruth	3978.46	156.9	1986-01-20
Karen	3664.04	233.2	1986-01-21
Rickey	4118.14	214.3	1986-01-22
Pamela	3776.60	219.6	1986-01-23
George	3231.77	124.3	1986-01-24
Carol	3368.94	100.8	1986-01-25
Debra	2624.43	148.7	1986-01-26
Michael	3965.16	243.8	1986-01-27
Manuel	4032.52	245.1	1986-01-28
Alvin	4293.68	145.4	1986-01-29
Bruce	4545.94	190.7	1986-01-30
Ellis	3887.31	170.9	1986-01-31
Tommie	3600.33	178.2	1986-02-01
Jessie	4139.86	199.3	1986-02-02
Sheila	3272.98	132.9	1986-02-03
Jeffrey	3007.93	217.1	1986-02-04
Clarice	2669.27	157.7	1986-02-05
Albert	3493.26	245.7	1986-02-06
Brooke	3282.59	226.2	1986-02-07
Donald	4318.17	149.4	1986-02-08
Kelli	4677.76	144.5	1986-02-09
James	4558.47	168.3	1986-02-10
Michael	4257.28	172.5	1986-02-11
James	2805.72	176.4	1986-02-12
David	4212.46	185.9	1986-02-13
Lorraine	3006.43	225.9	1986-02-14
Jane	4226.02	192.1	1986-02-15
Carla	4490.53	225.3	1986-02-16
Jenine	2970.02	115.3	1986-02-17
Phillip	3282.10	148.5	1986-02-18
Contessa	3745.60	143.4	1986-02-19
Michael	3831.74	250.6	1986-02-20
Arthur	4179.13	200.4	1986-02-21
Roger	3806.39	148.9	1986-02-22
Eleanor	3347.97	135.1	1986-02-23
Nicole	2804.03	105.6	1986-02-24
Raymond	3772.52	240.7	1986-02-25
Duane	3613.59	237.2	1986-02-26
Joseph	4307.32	246	1986-02-27
Marvin	3397.20	219.8	1986-02-28
Rocco	3627.24	229.7	1986-03-01
George	4255.16	158.4	1986-03-02
William	3365.45	194.5	1986-03-03
Aaron	3891.62	139.7	1986-03-04
Ivory	3266.35	122.3	1986-03-05
Nicole	4143.15	141.2	1986-03-06
Roger	3007.73	147.6	1986-03-07
Juan	3600.14	138.2	1986-03-08
Salvatore	3891.57	221.3	1986-03-09
Cathy	3004.66	124.1	1986-03-10
James	4770.75	203.3	1986-03-11
Guadalupe	3270.92	204.8	1986-03-12
Michael	3863.42	243.1	1986-03-13
Linda	3937.61	171.8	1986-03-14
Richard	3372.02	243.5	1986-03-15
Michael	3623.61	160.2	1986-03-16
May	3971.67	205.7	1986-03-17
Gregory	4064.31	192.7	1986-03-18
Kathlyn	4129.01	143.4	1986-03-19
Jennifer	4304.08	158.6	1986-03-20
Amanda	4542.85	199.5	1986-03-21
Marion	4448.44	216.5	1986-03-22
Edward	3747.26	191.4	1986-03-23
David	2589.19	171.4	1986-03-24
Annie	4084.01	159.9	1986-03-25
James	2839.47	229.9	1986-03-26
Jorge	3943.54	205.5	1986-03-27
David	3229.02	198.9	1986-03-28
Michael	3674.69	230.8	1986-03-29
Terry	3556.47	141.2	1986-03-30
Tony	4334.21	177.1	1986-03-31
Edna	3472.51	189.2	1986-04-01
David	3857.32	189.6	1986-04-02
Eleanor	4055.82	201.3	1986-04-03
Bruce	4073.33	214.9	1986-04-04
Manuel	3309.01	176.2	1986-04-05
Joseph	3256.29	156.6	1986-04-06
Sandra	3979.31	208.1	1986-04-07
Lona	3911.78	140.4	1986-04-08
Terry	3594.70	240.5	1986-04-09
Jason	3909.86	209	1986-04-10
Gloria	3423.51	132.2	1986-04-11
Eunice	4070.56	182.2	1986-04-12
Helene	3720.24	147.8	1986-04-13
Lisa	4075.19	102.5	1986-04-14
Mindy	3393.91	190.7	1986-04-15
Regina	4274.51	219.1	1986-04-16
Jerome	3547.12	135.5	1986-04-17
Ruth	4396.60	149.4	1986-04-18
Ruth	4217.30	123	1986-04-19
Brenda	4082.05	160.6	1986-04-20
Tyrone	3651.35	165.4	1986-04-21
Renee	3992.49	214.7	1986-04-22
Jenny	3723.05	165	1986-04-23
Joy	3401.39	204.6	1986-04-24
Jerry	4323.14	171.4	1986-04-25
Riley	4265.14	195.4	1986-04-26
George	2875.86	168.5	1986-04-27
Justin	4302.24	249.7	1986-04-28
Jessie	3520.51	165.9	1986-04-29
John	3741.71	156.4	1986-04-30
Juan	3276.31	212.5	1986-05-01
Frank	2790.58	200.2	1986-05-02
Deborah	4393.46	151.6	1986-05-03
Brandon	3907.54	190.1	1986-05-04
Norman	3469.22	134.6	1986-05-05
Peter	3738.74	159.5	1986-05-06
April	2788.52	165	1986-05-07
Mary	3298.60	180.4	1986-05-08
Theresa	3905.99	190.3	1986-05-09
Terrence	4340.42	197.1	1986-05-10
Shelby	3032.11	143.4	1986-05-11
Matthew	3981.39	172	1986-05-12
Alicia	4488.92	133.5	1986-05-13
David	4763.14	257.2	1986-05-14
Eddy	4043.08	143	1986-05-15
Dennis	3997.69	147.6	1986-05-16
Nicholas	4211.24	172.7	1986-05-17
Suzanne	4241.50	119.9	1986-05-18
Dorothy	4304.47	199.1	1986-05-19
Diane	3942.28	221.3	1986-05-20
James	4239.49	235.8	1986-05-21
Katlyn	3042.33	153.8	1986-05-22
Margaret	3163.78	227	1986-05-23
Ramona	4004.47	203.9	1986-05-24
Michelle	3900.85	225.5	1986-05-25
Ronald	3728.47	188.1	1986-05-26
Catherine	3215.43	114	1986-05-27
Bill	3250.58	222.9	1986-05-28
Spencer	3864.05	180.6	1986-05-29
Craig	3576.49	215.8	1986-05-30
Orville	3404.04	179.3	1986-05-31
Vera	4092.83	194.9	1986-06-01
Frank	4182.65	202	1986-06-02
Charles	4288.80	193.2	1986-06-03
Mary	3969.87	185	1986-06-04
Darnell	4071.78	178.4	1986-06-05
Billy	4103.55	231.7	1986-06-06
Mark	4092.01	214.9	1986-06-07
Ralph	4084.78	209.4	1986-06-08
Matthew	3365.74	146.1	1986-06-09
Raymond	3505.54	196.2	1986-06-10
Stewart	3817.58	243.3	1986-06-11
Alicia	4244.03	176.7	1986-06-12
Irene	3224.13	232.8	1986-06-13
Edward	3636.95	187.2	1986-06-14
Marie	3603.61	143.9	1986-06-15
Nicole	3780.22	223.7	1986-06-16
Michelle	4067.64	226.4	1986-06-17
Charles	4066.60	200.2	1986-06-18
Mildred	4178.99	154.9	1986-06-19
Emmett	4085.30	200.6	1986-06-20
Alfred	4105.50	222.6	1986-06-21
Cindy	4546.71	132.4	1986-06-22
Landon	2863.19	211.6	1986-06-23
Richard	3869.53	191	1986-06-24
Sharon	3367.40	195.1	1986-06-25
Amber	4031.78	181.3	1986-06-26
Charles	4244.88	220	1986-06-27
Marilyn	3741.56	129.4	1986-06-28
Daniel	2851.94	161	1986-06-29
Thersa	3471.17	176.7	1986-06-30
Gretchen	4233.13	177.1	1986-07-01
Eric	3400.32	233.2	1986-07-02
Richard	3748.76	226.4	1986-07-03
Lorraine	3892.51	137.1	1986-07-04
Pamela	2922.00	233.6	1986-07-05
Pablo	4181.81	224.6	1986-07-06
Mary	2804.91	177.3	1986-07-07
Luis	4112.03	156.4	1986-07-08
Frances	3043.82	162.8	1986-07-09
Kenneth	4246.70	231.2	1986-07-10
Mona	3591.26	163.9	1986-07-11
Margaret	3618.73	167.4	1986-07-12
Cruz	3913.21	213.2	1986-07-13
Jacob	4151.01	126.9	1986-07-14
Tracey	4121.83	173.1	1986-07-15
Ralph	3959.12	200.6	1986-07-16
Dennis	4482.71	196.9	1986-07-17
Steven	3011.53	227.3	1986-07-18
Sharon	4203.32	194.3	1986-07-19
David	4072.93	220	1986-07-20
Jessica	3586.28	110.2	1986-07-21
Edward	4175.79	213.2	1986-07-22
Katharine	2626.01	203.9	1986-07-23
Betty	3612.77	213.6	1986-07-24
Nicole	4330.97	189.6	1986-07-25
Elmer	2610.18	196.2	1986-07-26
Gregory	4011.11	172.9	1986-07-27
James	4074.13	161.9	1986-07-28
Joanne	4769.56	114.8	1986-07-29
Yvonne	3817.26	202.8	1986-07-30
Sherman	4040.68	178.6	1986-07-31
Denise	3411.71	184.6	1986-08-01
Anthony	4394.70	130.5	1986-08-02
Jamie	4253.35	214.7	1986-08-03
Heather	4100.10	139.5	1986-08-04
Joshua	4238.65	224.6	1986-08-05
Liliana	3979.18	110.2	1986-08-06
Frank	3877.77	231.4	1986-08-07
Floyd	3228.00	178.9	1986-08-08
Andrew	4663.87	179.1	1986-08-09
Thomas	3988.89	226.2	1986-08-10
Jose	4101.10	208.6	1986-08-11
John	3970.15	138.4	1986-08-12
Raymond	3352.38	238.5	1986-08-13
Susan	3424.19	110.9	1986-08-14
Joseph	2949.17	224.4	1986-08-15
Mary	4254.66	210.3	1986-08-16
Roger	4011.79	214.7	1986-08-17
Jose	4203.39	145.6	1986-08-18
Josefina	3949.51	180.6	1986-08-19
Phillip	3989.16	162.6	1986-08-20
Debra	3599.71	174.5	1986-08-21
John	3566.97	181.3	1986-08-22
Carol	2762.65	166.3	1986-08-23
Jamie	2150.64	117.5	1986-08-24
Wendy	3481.11	134.6	1986-08-25
Joseph	4404.92	238	1986-08-26
Derrick	4087.52	224.2	1986-08-27
George	4120.50	222	1986-08-28
Lois	3932.07	233.9	1986-08-29
Oscar	3525.55	190.3	1986-08-30
Terri	3366.89	153.6	1986-08-31
Dustin	4340.77	205.7	1986-09-01
Richard	4489.33	207.5	1986-09-02
Willis	3998.16	154	1986-09-03
Alan	3926.39	189.9	1986-09-04
Florance	4036.86	180.2	1986-09-05
Peter	3226.84	196.2	1986-09-06
Micheal	3379.33	179.3	1986-09-07
Rodney	3858.42	173.1	1986-09-08
Kevin	3317.15	223.5	1986-09-09
Pamela	3041.32	173.8	1986-09-10
Jere	4071.89	142.3	1986-09-11
Robert	4248.38	204.4	1986-09-12
Steve	4277.77	211.9	1986-09-13
James	4083.50	196.2	1986-09-14
Josephine	3946.00	200	1986-09-15
David	3852.16	180.6	1986-09-16
Ethel	2709.90	211.6	1986-09-17
Lottie	2664.74	152.2	1986-09-18
Steven	4151.10	239.1	1986-09-19
Roger	3717.61	167.6	1986-09-20
Debbie	2957.85	110.7	1986-09-21
Emily	4077.48	124.1	1986-09-22
Norma	4022.20	205.7	1986-09-23
Jo	3341.36	109.8	1986-09-24
Matthew	3518.31	187.4	1986-09-25
David	4095.95	165.2	1986-09-26
Charlotte	4052.10	217.8	1986-09-27
Carol	3788.99	140.6	1986-09-28
Katherine	4034.03	105.6	1986-09-29
Edward	3770.15	163	1986-09-30
Joseph	4352.30	215.8	1986-10-01
Emily	4184.78	200.4	1986-10-02
Walter	2135.09	176	1986-10-03
Carla	3275.74	200.6	1986-10-04
Amelia	4670.64	156.6	1986-10-05
Lindsay	3483.31	131.1	1986-10-06
Michael	3726.48	195.1	1986-10-07
Kate	3312.14	139	1986-10-08
Gloria	3827.46	179.1	1986-10-09
Kevin	4550.79	177.8	1986-10-10
Yvonne	4071.11	212.7	1986-10-11
Sandra	4769.88	222.9	1986-10-12
Kathy	3470.41	173.6	1986-10-13
Franklin	3532.22	224	1986-10-14
Vickie	3883.85	237.4	1986-10-15
Jeff	4015.41	214.5	1986-10-16
John	3640.62	215.4	1986-10-17
Pete	4080.46	145.9	1986-10-18
Jose	4078.16	222	1986-10-19
William	3558.24	180	1986-10-20
Aida	3835.75	101.6	1986-10-21
Michael	4147.88	214.1	1986-10-22
Tina	3994.06	123.2	1986-10-23
Christopher	4158.20	151.6	1986-10-24
George	3759.86	178.2	1986-10-25
Gail	4236.56	189.6	1986-10-26
Jennifer	3301.99	141.5	1986-10-27
Lakenya	3890.70	137.5	1986-10-28
Eugene	4007.92	179.7	1986-10-29
Todd	4145.84	167	1986-10-30
Jose	3403.50	194.7	1986-10-31
Gloria	3831.24	123.2	1986-11-01
Daniel	3966.91	147.4	1986-11-02
Elvira	4418.39	130.9	1986-11-03
Gerald	4096.60	225.5	1986-11-04
Kathlene	4032.10	112.2	1986-11-05
Dina	2661.49	147.6	1986-11-06
Robert	3193.15	220	1986-11-07
Anthony	4782.69	198	1986-11-08
Randy	3283.47	173.6	1986-11-09
Lea	4221.61	180.6	1986-11-10
